DATE,ENGAGEMENTS,,,FOLLOWS,,,IMPRESSIONS,,,REACH,,,USERS,PAGEVIEWS,Engagements (30-Day Rolling Average),,,Followers,,,,Impressions (30-Day Rolling Average),,,Reach (30-Day Rolling Average),,,USERS (30-day Rolling Average),PAGEVIEWS (30-day Rolling Average),,Website Visitors,Website Pageviews,Social Reach,Social Engagements,New Followers
,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,FB,LI,INSTA,FB,LI,INSTA,Total,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,,"95,022","275,641","571,000","19,152","1,194"
1/1/2024,0,,,1,,,,,,2228,,109,261,412,,,,"7,255","3,784",,,,,,,,,,,,,,,,
1/2/2024,33,,,1,,,,,,2096,,88,638,1563,,,,"7,256","3,784",,,,,,,,,,,,,,,,
1/3/2024,58,,,1,,,,,,2110,,95,635,1666,,,,"7,257","3,784",,,,,,,,,,,,,,,,
1/4/2024,27,,,1,,,,,,1877,,94,630,1462,,,,"7,258","3,784",,,,,,,,,,,,,,,,
1/5/2024,47,,,0,,,,,,1885,,84,857,1829,,,,"7,259","3,784",,,,,,,,,,,,,,,,
1/6/2024,32,,,0,,,,,,1110,,86,274,521,,,,"7,259","3,784",,,,,,,,,,,,,,,,
1/7/2024,14,,,4,,,,,,1145,,67,312,554,,,,"7,259","3,784",,,,,,,,,,,,,,,,
1/8/2024,24,,,3,,,,,,850,,77,686,1623,,,,"7,263","3,784",,,,,,,,,,,,,,,,
1/9/2024,98,,,2,,,,,,1370,,88,747,1773,,,,"7,266","3,784",,,,,,,,,,,,,,,,
1/10/2024,47,,,0,,,,,,1503,,77,812,2599,,,,"7,268","3,784",,,,,,,,,,,,,,,,
1/11/2024,664,,,4,,,,,,3255,,87,807,3396,,,,"7,268","3,784",,,,,,,,,,,,,,,,
1/12/2024,519,,,10,,,,,,3235,,76,798,2048,,,,"7,272","3,784",,,,,,,,,,,,,,,,
1/13/2024,106,,,2,,,,,,1406,,73,272,489,,,,"7,282","3,784",,,,,,,,,,,,,,,,
1/14/2024,35,,,1,,,,,,775,,60,303,573,,,,"7,284","3,784",,,,,,,,,,,,,,,,
1/15/2024,155,,,5,,,,,,3054,,81,391,791,,,,"7,285","3,784",,,,,,,,,,,,,,,,
1/16/2024,102,,,12,,,,,,3159,,98,664,1642,,,,"7,290","3,784",,,,,,,,,,,,,,,,
1/17/2024,115,,,11,,,,,,2504,,98,647,1731,,,,"7,302","3,784",,,,,,,,,,,,,,,,
1/18/2024,194,,,4,,,,,,2580,,97,778,1887,,,,"7,313","3,784",,,,,,,,,,,,,,,,
1/19/2024,88,,,7,,,,,,2261,,77,447,932,,,,"7,317","3,784",,,,,,,,,,,,,,,,
1/20/2024,44,,,3,,,,,,1673,,67,293,462,,,,"7,324","3,784",,,,,,,,,,,,,,,,
1/21/2024,29,,,4,,,,,,1339,,69,329,762,,,,"7,327","3,784",,,,,,,,,,,,,,,,
1/22/2024,304,,,6,,,,,,3815,,75,725,1617,,,,"7,331","3,784",,,,,,,,,,,,,,,,
1/23/2024,385,,,3,,,,,,2501,,81,828,1822,,,,"7,337","3,784",,,,,,,,,,,,,,,,
1/24/2024,188,,,3,,,,,,2859,,90,772,1919,,,,"7,340","3,784",,,,,,,,,,,,,,,,
1/25/2024,231,,,5,,,,,,2875,,91,838,1881,,,,"7,343","3,784",,,,,,,,,,,,,,,,
1/26/2024,168,,,0,,,,,,2474,,80,628,1771,,,,"7,348","3,784",,,,,,,,,,,,,,,,
1/27/2024,31,,,0,,,,,,1422,,80,333,629,,,,"7,348","3,784",,,,,,,,,,,,,,,,
1/28/2024,31,,,0,,,,,,1249,,74,413,720,,,,"7,348","3,784",,,,,,2093.214286,,82.82142857,575.6428571,1395.5,,,,,,
1/29/2024,66,,,1,,,,,,2839,,75,810,1992,,,,"7,348","3,784",,,,,,2118.931034,,82.55172414,583.7241379,1416.068966,,,,,,
1/30/2024,291,,,3,,,,,,3968,,83,791,1878,139.6,,,"7,349","3,784",,,,,,2180.566667,,82.56666667,590.6333333,1431.466667,,,,,,
1/31/2024,135,,,1,,,,,,4157,,112,717,1627,142.0333333,,,"7,352","3,784",,,,,,2244.866667,,82.66666667,605.8333333,1471.966667,,,,,,
2/1/2024,101,,,2,,,,,,4349,,104,698,1504,144.3,,,"7,353","3,784",,,,,,2319.966667,,83.2,607.8333333,1470,,,,,,
2/2/2024,129,,,0,,,,,,4039,,105,669,1481,146.6666667,,,"7,355","3,784",,,,,,2384.266667,,83.53333333,608.9666667,1463.833333,,,,,,
2/3/2024,92,,,0,,,,,,3666,,112,290,592,148.8333333,,,"7,355","3,784",,,,,,2443.9,,84.13333333,597.6333333,1434.833333,,,,,,
2/4/2024,51,,,0,,,,,,3216,,92,397,726,148.9666667,,,"7,355","3,784",,,,,,2488.266667,,84.4,582.3,1398.066667,,,,,,
2/5/2024,104,,,3,,,,,,2398,,79,761,1767,151.3666667,,,"7,355","3,784",,,,,,2531.2,,84.16666667,598.5333333,1439.6,,,,,,
2/6/2024,420,,,9,,,,,,6099,,93,926,2305,164.9,,,"7,358","3,784",,,,,,2696.333333,,85.03333333,619,1497.966667,,,,,,
2/7/2024,471,,,8,,,,,,11686,,90,880,2325,179.8,,,"7,367","3,784",,,,,,3057.533333,,85.46666667,625.4666667,1521.366667,,,,,,
2/8/2024,429,,,20,,,,,,11493,,122,850,2690,190.8333333,,,"7,375","3,784",,,,,,3394.966667,,86.6,628.9,1551.933333,,,,,,
2/9/2024,282,,,5,,,,,,6013,,132,745,1705,198.6666667,,,"7,395","3,784",,,,,,3545.3,,88.43333333,626.6666667,1522.133333, ,,,,,
2/10/2024,97,,,0,,,,,,3795,,93,353,736,179.7666667,,,"7,400","3,784",,,,,,3563.3,,88.63333333,611.5333333,1433.466667,,,,,,
2/11/2024,193,,,3,,,,,,5377,,105,359,984,168.9,,,"7,400","3,784",,,,,,3634.7,,89.6,596.9,1398,,,,,,
2/12/2024,226,,,0,,,,,,4165,,160,966,2355,172.9,,,"7,403","3,784",,,,,,3726.666667,,92.5,620.0333333,1460.2,,,,,,
2/13/2024,268,,,0,,,,,,3642,,139,935,2268,180.6666667,,,"7,403","3,784",,,,,,3822.233333,,95.13333333,641.1,1516.7,,,,,,
2/14/2024,207,,,1,,,,,,2630,,152,745,1640,182.4,,,"7,403","3,784",,,,,,3808.1,,97.5,652.9,1545,,,,,,
2/15/2024,198,,,2,,,,,,3168,,160,798,1884,185.6,,,"7,404","3,784",,,,,,3808.4,,99.56666667,657.3666667,1553.066667,,,,,,
2/16/2024,148,,,3,,,,,,2723,,131,556,1300,186.7,,,"7,406","3,784",,,,,,3815.7,,100.6666667,654.3333333,1538.7,,,,,,
2/17/2024,149,,,1,,,,,,2427,,182,331,578,185.2,,,"7,409","3,784",,,,,,3810.6,,103.5,639.4333333,1495.066667,,,,,,
2/18/2024,107,,,7,,,,,,2124,,402,408,726,185.8333333,,,"7,410","3,784",,,,,,3806.033333,,114.3333333,638.1333333,1488.2,,,,,,
2/19/2024,54,,,1,,,,,,1251,,293,564,1145,186.1666667,,,"7,417","3,784",,,,,,3791.966667,,121.8666667,647.1666667,1510.966667,,,,,,
2/20/2024,24,,,1,,,,,,1078,,86,796,1863,186,,,"7,418","3,784",,,,,,3783.266667,,122.4333333,662.7333333,1547.666667,,,,,,
2/21/2024,49,,,3,,,,,,901,,96,923,2747,177.5,,,"7,419","3,784",,,,,,3686.133333,,123.1333333,669.3333333,1585.333333,,,,,,
2/22/2024,83,,,1,,,,,,2121,,116,773,1736,167.4333333,,,"7,422","3,784",,,,,,3673.466667,,124.3,667.5,1582.466667,,,,,,
2/23/2024,235,,,4,,,,,,4487,,96,622,1527,169,,,"7,423","3,784",,,,,,3727.733333,,124.5,662.5,1569.4,,,,,,
2/24/2024,110,,,3,,,,,,2573,,75,323,608,164.9666667,,,"7,427","3,784",,,,,,3717.666667,,123.9666667,645.3333333,1526.966667,,,,,,
2/25/2024,60,,,1,,,,,,1845,,57,417,816,161.3666667,,,"7,430","3,784",,,,,,3696.7,,123.2,638.3,1495.133333,,,,,,
2/26/2024,134,,,3,,,,,,2398,,102,806,2046,164.8,,,"7,431","3,784",,,,,,3729.233333,,123.9333333,654.0666667,1542.366667,,,,,,
2/27/2024,60,,,2,,,,,,1535,,164,845,2182,165.7666667,,,"7,434","3,784",,,,,,3738.766667,,126.9333333,668.4666667,1591.1,,,,,,
2/28/2024,76,,,0,,,,,,1466,,246,838,2824,166.1,,,"7,436","3,784",,,,,,3693,,132.6333333,669.4,1618.833333,,,,,,
2/29/2024,72,,,2,,,,,,1870,,278,892,1923,158.8,,,"7,436","3,784",,,,,,3623.066667,,139.1333333,672.7666667,1620.333333,,,,,,
3/1/2024,81,,,0,,,,,,1639,,261,641,1208,157,,,"7,438","3,784",,,,,,3539.133333,,144.1,670.2333333,1606.366667,,,,,,
3/2/2024,96,,,0,,,,,,1468,,250,364,586,156.8333333,,,"7,438","3,784",,,,,,3443.1,,148.9666667,659.1,1575.766667,,,,,,
3/3/2024,49,,,1,,,,,,1063,,258,400,696,154.1666667,,,"7,438","3,784",,,,,,3343.9,,154.0666667,650.1333333,1549.6,,,,,,
3/4/2024,26,,,1,,,,,,866,,81,831,1740,151.9666667,,,"7,439","3,784",,,,,,3250.566667,,153.0333333,668.1666667,1587.866667,,,,,,
3/5/2024,36,,,0,,,,,,939,,82,756,2320,151.4666667,,,"7,440","3,784",,,,,,3174.666667,,152.7,680.1333333,1641,,,,,,
3/6/2024,46,,,3,,,,,,1684,,103,817,2550,149.5333333,,,"7,440","3,784",,,,,,3150.866667,,153.5,682,1667.1,,,,,,
3/7/2024,82,,,0,,,,,,1744,,57,816,2200,138.2666667,,,"7,443","3,784",,,,,,3005.7,,152.3,678.3333333,1663.6,,,,,,
3/8/2024,171,,,0,,,,,,1865,,93,630,1250,128.2666667,,,"7,443","3,784",,,,,,2678.333333,,152.4,670,1627.766667,,,,,,
3/9/2024,77,,,0,,,,,,1652,,80,363,699,116.5333333,,,"7,443","3,784",,,,,,2350.3,,151,653.7666667,1561.4,,,,,,
3/10/2024,18,,,2,,,,,,716,,68,368,614,107.7333333,,,"7,443","3,784",,,,,,2173.733333,,148.8666667,641.2,1525.033333,,,,,,
3/11/2024,38,,,4,,,,,,1770,,63,781,1760,105.7666667,,,"7,445","3,784",,,,,,2106.233333,,147.8666667,655.4666667,1559.166667,,,,,,
3/12/2024,67,,,2,,,,,,1460,,57,862,2261,101.5666667,,,"7,449","3,784",,,,,,1975.666667,,146.2666667,672.2333333,1601.733333,,,,,,
3/13/2024,44,,,3,,,,,,1890,,81,751,2104,95.5,,,"7,451","3,784",,,,,,1899.833333,,143.6333333,665.0666667,1593.366667,,,,,,
3/14/2024,72,,,0,,,,,,3216,,236,740,1945,88.96666667,,,"7,454","3,784",,,,,,1885.633333,,146.8666667,658.5666667,1582.6,,,,,,
3/15/2024,100,,,3,,,,,,4157,,425,770,2619,85.4,,,"7,454","3,784",,,,,,1936.533333,,155.9666667,659.4,1615.233333,,,,,,
3/16/2024,59,,,0,,,,,,4097,,651,383,637,80.76666667,,,"7,457","3,784",,,,,,1967.5,,172.3333333,645.5666667,1573.666667,,,,,,
3/17/2024,167,,,0,,,,,,4880,,889,428,762,81.4,,,"7,457","3,784",,,,,,2039.4,,197.6,641.3,1555.733333,,,,,,
3/18/2024,153,,,0,,,,,,5368,,814,941,2610,81.53333333,,,"7,457","3,784",,,,,,2137.433333,,218.6666667,661.6333333,1623.466667,,,,,,
3/19/2024,76,,,3,,,,,,3907,,819,828,2024,80.5,,,"7,457","3,784",,,,,,2196.866667,,232.5666667,675.6333333,1666.733333,,,,,,
3/20/2024,48,,,1,,,,,,3776,,817,813,2099,80.3,,,"7,460","3,784",,,,,,2281.033333,,250.0333333,683.9333333,1698.533333,,,,,,
3/21/2024,54,,,3,,,,,,2609,,587,789,1729,81.3,,,"7,461","3,784",,,,,,2332.066667,,266.7333333,683.7,1694.066667,,,,,,
3/22/2024,70,,,0,,,,,,1953,,235,729,1561,82,,,"7,464","3,784",,,,,,2367.133333,,271.3666667,677.2333333,1654.533333,,,,,,
3/23/2024,52,,,2,,,,,,886,,66,414,695,80.96666667,,,"7,464","3,784",,,,,,2325.966667,,269.7,665.2666667,1619.833333,,,,,,
3/24/2024,13,,,0,,,,,,607,,50,365,627,73.56666667,,,"7,466","3,784",,,,,,2196.633333,,268.1666667,656.7,1589.833333,,,,,,
3/25/2024,91,,,1,,,,,,2301,,63,771,1538,72.93333333,,,"7,466","3,784",,,,,,2187.566667,,267.7666667,671.6333333,1620.833333,,,,,,
3/26/2024,41,,,0,,,,,,1686,,84,717,1497,72.3,,,"7,467","3,784",,,,,,2182.266667,,268.6666667,681.6333333,1643.533333,,,,,,
3/27/2024,33,,,0,,,,,,1112,,74,706,1542,68.93333333,,,"7,467","3,784",,,,,,2139.4,,267.7333333,678.3,1626.733333,,,,,,
3/28/2024,76,,,2,,,,,,1758,,107,709,1343,69.46666667,,,"7,467","3,784",,,,,,2146.833333,,265.8333333,673.7666667,1598.766667,,,,,,
3/29/2024,55,,,0,,,,,,1240,,80,530,1037,68.76666667,,,"7,469","3,784",,,,,,2139.3,,260.3,663.5,1539.2,,,,,,
3/30/2024,26,,,1,,,,,,925,,62,373,638,67.23333333,,,"7,469","3,784",,,,,,2107.8,,253.1,646.2,1496.366667,,,,,,
3/31/2024,8,,,0,,,,,,956,,51,389,803,64.8,,,"7,470","3,784",,,,,,2085.033333,,246.1,637.8,1482.866667,,,,,,
4/1/2024,40,,,2,,,,,,1382,,64,756,1473,62.93333333,,,"7,470","3,784",,,,,,2082.166667,,239.9,650.8666667,1512.433333,,,,,,
4/2/2024,43,,,0,,,,,,1254,,59,699,1320,62.73333333,,,"7,472","3,784",,,,,,2088.533333,,233.2666667,660.8333333,1533.233333,,,,,,
4/3/2024,14,,,1,,,,,,776,,53,770,1890,62.33333333,,,"7,472","3,784",,,,,,2085.533333,,232.3333333,658.8,1538.233333,,,,,,
4/4/2024,20,,,1,,,,,,1207,,53,705,1549,61.8,,,"7,473","3,784",,,,,,2094.466667,,231.3666667,657.1,1512.533333,,,,,,
4/5/2024,33,,,0,,,,,,1460,,64,1364,2252,61.36666667,,,"7,474","3,784",,,,,,2087,,230.0666667,675.3333333,1502.6,,,,,,
4/6/2024,27,,,0,,,,,,1808,,66,563,891,59.53333333,,,"7,474","3,784",,,,,,2089.133333,,230.3666667,666.9,1458.966667,,,,,,
4/7/2024,4,,,1,,,,,,639,,23,469,740,53.96666667,,,"7,474","3,784",,,,,,2048.266667,,228.0333333,661.5333333,1441.966667,,,,,,
4/8/2024,39,,,0,,,,,,2531,,115,873,1732,52.7,,,"7,475","3,784",,,,,,2077.566667,,229.2,678.5333333,1476.4,,,,,,
4/9/2024,33,,,1,,,,,,1388,,83,1111,1945,53.2,,,"7,475","3,784",,,,,,2099.966667,,229.7,703.3,1520.766667,,,,,,
4/10/2024,18,,,0,,,,,,955,,82,771,1464,52.53333333,,,"7,476","3,784",,,,,,2072.8,,230.3333333,702.9666667,1510.9,,,,,,
4/11/2024,87,,,3,,,,,,1980,,73,1701,2987,53.2,,,"7,476","3,784",,,,,,2090.133333,,230.8666667,730.9333333,1535.1,,,,,,
4/12/2024,51,,,6,,,,,,2843,,70,812,1592,53.43333333,,,"7,479","3,784",,,,,,2121.9,,230.5,732.9666667,1518.033333,,,,,,
4/13/2024,1108,,,69,,,,,,75236,,73,351,577,87.96666667,,,"7,485","3,784",,,,,,4522.566667,,225.0666667,720,1472.433333,,,,,,
4/14/2024,139,,,21,,,,,,21139,,41,440,805,89.26666667,,,"7,554","3,784",,,,,,5088.633333,,212.2666667,709,1411.966667,,,,,,
4/15/2024,74,,,10,,,,,,11900,,48,779,1743,89.76666667,,,"7,575","3,784",,,,,,5348.733333,,192.1666667,722.2,1448.833333,,,,,,
4/16/2024,51,,,10,,,,,,8597,,52,1516,2336,85.9,,,"7,585","3,784",,,,,,5472.633333,,164.2666667,758.4666667,1501.3,,,,,,
4/17/2024,23,,,3,,,,,,5212,,41,884,1959,81.56666667,,,"7,595","3,784",,,,,,5467.433333,,138.5,756.5666667,1479.6,,,,,,
4/18/2024,30,,,4,,,,,,2623,,59,810,1673,80.03333333,,,"7,598","3,784",,,,,,5424.633333,,113.1666667,755.9666667,1467.9,,,,,,
4/19/2024,27,,,2,,,,,,2193,,53,665,1344,79.33333333,,,"7,602","3,784",,,,,,5371.866667,,87.7,751.0333333,1442.733333,,,,,,
4/20/2024,16,,,4,,,,,,2130,,41,317,545,78.06666667,,,"7,604","3,784",,,,,,5355.9,,69.5,735.3,1403.266667,,,,,,
4/21/2024,7,,,1,,,,,,1746,,57,1150,1469,75.96666667,,,"7,608","3,784",,,,,,5349,,63.56666667,749.3333333,1400.2,,,,,,
4/22/2024,33,,,2,,,,,,2357,,108,1060,2355,75.33333333,,,"7,609","3,784",,,,,,5398.033333,,64.96666667,770.8666667,1455.533333,,,,,,
4/23/2024,13,,,0,,,,,,1608,,88,1020,2348,75.33333333,,,"7,611","3,784",,,,,,5431.4,,66.23333333,792.7,1512.9,,,,,,
4/24/2024,37,,,1,,,,,,2027,,70,970,2107,73.53333333,,,"7,611","3,784",,,,,,5422.266667,,66.46666667,799.3333333,1531.866667,,,,,,
4/25/2024,17,,,2,,,,,,1597,,72,829,1679,72.73333333,,,"7,612","3,784",,,,,,5419.3,,66.06666667,803.0666667,1537.933333,,,,,,
4/26/2024,93,,,3,,,,,,2784,,120,1509,2401,74.73333333,,,"7,614","3,784",,,,,,5475.033333,,67.6,829.8333333,1566.566667,,,,,,
4/27/2024,38,,,3,,,,,,2414,,104,414,654,73.46666667,,,"7,617","3,784",,,,,,5496.9,,67.5,820,1543.6,,,,,,
4/28/2024,11,,,0,,,,,,1404,,35,422,691,72,,,"7,620","3,784",,,,,,5502.366667,,66,816.4,1532.066667,,,,,,
4/29/2024,9,,,1,,,,,,1543,,53,807,1706,71.43333333,,,"7,620","3,784",,,,,,5522.966667,,65.7,830.8666667,1567.666667,,,,,,
4/30/2024,20,,,0,,,,,,1535,,54,889,3028,71.83333333,,,"7,621","3,784",,,,,,5542.266667,,65.8,847.5333333,1641.833333,,,,,,
5/1/2024,15,,,1,,,,,,1191,,53,1385,2583,71,,,"7,621","3,784",,,,,,5535.9,,65.43333333,868.5,1678.833333,,,,,,
5/2/2024,15,,,2,,,,,,1422,,44,839,1774,70.06666667,,,"7,622","3,784",,,,,,5541.5,,64.93333333,873.1666667,1693.966667,,,,,,
5/3/2024,28,,,2,,,,,,1637,,54,626,1225,70.53333333,,,"7,624","3,784",,,,,,5570.2,,64.96666667,868.3666667,1671.8,,,,,,
5/4/2024,30,,,1,,,,,,2258,,69,345,559,70.86666667,,,"7,626","3,784",,,,,,5605.233333,,65.5,856.3666667,1638.8,,,,,,
5/5/2024,5,,,0,,,,,,1307,,128,385,585,69.93333333,,,"7,627","3,784",,,,,,5600.133333,,67.63333333,823.7333333,1583.233333,,,,,,
5/6/2024,15,,,0,,,,,,1386,,42,1569,2653,69.53333333,,,"7,627","3,784",,,,,,5586.066667,,66.83333333,857.2666667,1641.966667,,,,,,
5/7/2024,16,,,1,,,,,,1292,,45,828,1759,69.93333333,,,"7,627","3,784",,,,,,5607.833333,,67.56666667,869.2333333,1675.933333,,,,,,
5/8/2024,18,,,1,,,,,,1143,,68,835,1757,69.23333333,,,"7,628","3,784",,,,,,5561.566667,,66,867.9666667,1676.766667,,,,,,
5/9/2024,33,,,2,,,,,,1775,,76,773,1500,69.23333333,,,"7,629","3,784",,,,,,5574.466667,,65.76666667,856.7,1661.933333,,,,,,
5/10/2024,55,,,1,,,,,,2066,,68,618,1141,70.46666667,,,"7,631","3,784",,,,,,5611.5,,65.3,851.6,1651.166667,,,,,,
5/11/2024,22,,,1,,,,,,1693,,168,1061,1266,68.3,,,"7,632","3,784",,,,,,5601.933333,,68.46666667,830.2666667,1593.8,,,,,,
5/12/2024,11,,,0,,,,,,969,,50,362,612,66.96666667,,,"7,633","3,784",,,,,,5539.466667,,67.8,815.2666667,1561.133333,,,,,,
5/13/2024,37,,,2,,,,,,1330,,66,801,1993,31.26666667,,,"7,633","3,784",,,,,,3075.933333,,67.56666667,830.2666667,1608.333333,,,,,,
5/14/2024,27,,,1,,,,,,1565,,56,949,2162,27.53333333,,,"7,635","3,784",,,,,,2423.466667,,68.06666667,847.2333333,1653.566667,,,,,,
5/15/2024,64,7,,0,3,,2009,382,,2009,,117,785,1547,27.2,7,,"7,636","3,784",,,2009,382,,2093.766667,,70.36666667,847.4333333,1647.033333,,,,,,
5/16/2024,82,17,,0,4,,1704,621,,1704,,79,1508,2342,28.23333333,12,,"7,636","3,787",,,1856.5,501.5,,1864,,71.26666667,847.1666667,1647.233333,,,,,,
5/17/2024,45,10,,0,3,,1328,672,,1328,,69,767,1626,28.96666667,11.33333333,,"7,636","3,791",,,1680.333333,558.3333333,,1734.533333,,72.2,843.2666667,1636.133333,,,,,,
5/18/2024,18,7,,1,1,,1657,577,,1657,,236,300,496,28.56666667,10.25,,"7,636","3,794",,,1674.5,563,,1702.333333,,78.1,826.2666667,1596.9,,,,,,
5/19/2024,8,5,,0,1,,1095,222,,1095,,30,402,625,27.93333333,9.2,,"7,637","3,795",,,1558.6,494.8,,1665.733333,,77.33333333,817.5,1572.933333,,,,,,
5/20/2024,40,14,,1,3,,1742,930,,1742,,71,761,1549,28.73333333,10,,"7,637","3,796",,,1589.166667,567.3333333,,1652.8,,78.33333333,832.3,1606.4,,,,,,
5/21/2024,9,10,,0,2,,1503,927,,1503,,65,1539,2802,28.8,10,,"7,638","3,799",,,1576.857143,618.7142857,,1644.7,,78.6,845.2666667,1650.833333,,,,,,
5/22/2024,32,11,,1,3,,1857,560,,1857,,74,848,1831,28.76666667,10.125,,"7,638","3,801",,,1611.875,611.375,,1628.033333,,77.46666667,838.2,1633.366667,,,,,,
5/23/2024,45,9,,1,0,,2707,453,,2707,,58,791,1872,29.83333333,10,,"7,639","3,804",,,1733.555556,593.7777778,,1664.666667,,76.46666667,830.5666667,1617.5,,,,,,
5/24/2024,34,20,,1,3,,1501,732,,1501,,76,651,1384,29.73333333,11,,"7,640","3,804",,,1710.3,607.6,,1647.133333,,76.66666667,819.9333333,1593.4,,,,,,
5/25/2024,18,12,,1,0,,1353,509,,1353,,76,303,514,29.76666667,11.09090909,,"7,641","3,807",,,1677.818182,598.6363636,,1639,,76.8,802.4,1554.566667,,,,,,
5/26/2024,8,7,,2,2,,1071,300,,1071,,103,386,568,26.93333333,10.75,,"7,642","3,807",,,1627.25,573.75,,1581.9,,76.23333333,764.9666667,1493.466667,,,,,,
5/27/2024,15,4,,0,1,,896,292,,896,,60,490,908,26.16666667,10.23076923,,"7,644","3,809",,,1571,552.0769231,,1531.3,,74.76666667,767.5,1501.933333,,,,,,
5/28/2024,10,8,,0,6,,889,495,,889,,45,859,1865,26.13333333,10.07142857,,"7,644","3,810",,,1522.285714,548,,1514.133333,,75.1,782.0666667,1541.066667,,,,,,
5/29/2024,45,3,,2,3,,1526,465,,1526,,56,849,1853,27.33333333,9.6,,"7,644","3,816",,,1522.533333,542.4666667,,1513.566667,,75.2,783.4666667,1545.966667,,,,,,
5/30/2024,127,19,,0,4,,1569,664,,1569,,67,788,2015,30.9,10.1875,,"7,646","3,819",,,1525.4375,550.0625,,1514.7,,75.63333333,780.1,1512.2,,,,,,
5/31/2024,99,12,,6,6,,1735,738,,1735,,50,624,1392,33.7,10.29411765,,"7,646","3,823",,,1537.764706,561.1176471,,1532.833333,,75.53333333,754.7333333,1472.5,,,,,,
6/1/2024,28,8,,2,3,,1218,502,,1218,,76,337,552,34.13333333,10.16666667,,"7,652","3,829",,,1520,557.8333333,,1526.033333,,76.6,738,1431.766667,,,,,,
6/2/2024,25,9,,0,1,,738,267,,738,,88,398,670,34.03333333,10.10526316,,"7,654","3,832",,,1478.842105,542.5263158,,1496.066667,,77.73333333,730.4,1413.266667,,,,,,
6/3/2024,28,14,,1,5,,1355,1191,,1355,,51,746,1496,33.96666667,10.3,,"7,654","3,833",,,1472.65,574.95,,1465.966667,,77.13333333,743.7666667,1444.5,,,,,,
6/4/2024,25,14,,1,3,,1088,714,,1088,,50,807,1678,34.63333333,10.47619048,,"7,655","3,838",,,1454.333333,581.5714286,,1458.666667,,74.53333333,757.8333333,1480.933333,,,,,,
